Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
-----------------------------------------------
                0.00    0.00     269/269         std::priority_queue<climber_problem::Mountain, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >, std::less<climber_problem::Mountain> >::empty() const [19]
[20]     0.0    0.00    0.00     269         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::empty() const [20]
                0.00    0.00     269/282         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::end() const [17]
                0.00    0.00     269/426         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::begin() const [13]
                0.00    0.00     269/269         bool __gnu_cxx::operator==<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >(__gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > > const&, __gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > > const&) [18]
-----------------------------------------------
                0.00    0.00     224/224         climber_problem::Mountain* std::copy<climber_problem::Mountain*, climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*) [41]
[21]     0.0    0.00    0.00     224         std::_Miter_base<climber_problem::Mountain*>::iterator_type std::__miter_base<climber_problem::Mountain*>(climber_problem::Mountain*) [21]
                0.00    0.00     224/573         std::_Iter_base<climber_problem::Mountain*, false>::_S_base(climber_problem::Mountain*) [10]
-----------------------------------------------
                0.00    0.00      13/221         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::vector(std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > const&) [117]
                0.00    0.00      40/221         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::~vector() [68]
                0.00    0.00     168/221         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_M_insert_aux(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, climber_problem::Mountain const&) [57]
[22]     0.0    0.00    0.00     221         std::_Vector_base<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_M_get_Tp_allocator() [22]
-----------------------------------------------
                0.00    0.00      13/197         void std::__sort<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)> >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)>) [129]
                0.00    0.00      13/197         void std::__make_heap<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::less<climber_problem::Mountain> > >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::less<climber_problem::Mountain> >) [118]
                0.00    0.00      13/197         void std::__introsort_loop<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)> >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)>) [122]
                0.00    0.00      13/197         void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)> >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)>) [124]
                0.00    0.00      17/197         void std::__pop_heap<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::less<climber_problem::Mountain> > >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::less<climber_problem::Mountain> >) [99]
                0.00    0.00      36/197         void std::push_heap<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, std::less<climber_problem::Mountain> >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, std::less<climber_problem::Mountain>) [77]
                0.00    0.00      36/197         void std::pop_heap<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, std::less<climber_problem::Mountain> >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, std::less<climber_problem::Mountain>) [76]
                0.00    0.00      56/197         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_M_insert_aux(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, climber_problem::Mountain const&) [57]
[23]     0.0    0.00    0.00     197         __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >::difference_type __gnu_cxx::operator-<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > > const&, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > > const&) [23]
                0.00    0.00     394/630         __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >::base() const [9]
-----------------------------------------------
                0.00    0.00     183/183         climber_problem::UpStep(std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > const&) [104]
[24]     0.0    0.00    0.00     183         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::operator[](unsigned long) const [24]
-----------------------------------------------
                0.00    0.00      56/168         __gnu_cxx::new_allocator<climber_problem::Mountain>::allocate(unsigned long, void const*) [53]
                0.00    0.00     112/168         __gnu_cxx::__alloc_traits<std::allocator<climber_problem::Mountain> >::max_size(std::allocator<climber_problem::Mountain> const&) [33]
[25]     0.0    0.00    0.00     168         __gnu_cxx::new_allocator<climber_problem::Mountain>::max_size() const [25]
-----------------------------------------------
                0.00    0.00      13/154         resolve(char const*) [101]
                0.00    0.00      13/154         std::priority_queue<climber_problem::Mountain, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >, std::less<climber_problem::Mountain> >::priority_queue(std::less<climber_problem::Mountain> const&, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > const&) [114]
                0.00    0.00      36/154         std::priority_queue<climber_problem::Mountain, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >, std::less<climber_problem::Mountain> >::push(climber_problem::Mountain const&) [74]
                0.00    0.00      36/154         std::priority_queue<climber_problem::Mountain, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >, std::less<climber_problem::Mountain> >::pop() [73]
                0.00    0.00      56/154         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::push_back(climber_problem::Mountain const&) [49]
[26]     0.0    0.00    0.00     154         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::end() [26]
                0.00    0.00     154/455         __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >::__normal_iterator(climber_problem::Mountain* const&) [12]
-----------------------------------------------
                0.00    0.00      13/154         resolve(char const*) [101]
                0.00    0.00      13/154         std::priority_queue<climber_problem::Mountain, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >, std::less<climber_problem::Mountain> >::priority_queue(std::less<climber_problem::Mountain> const&, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > const&) [114]
                0.00    0.00      36/154         std::priority_queue<climber_problem::Mountain, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >, std::less<climber_problem::Mountain> >::push(climber_problem::Mountain const&) [74]
                0.00    0.00      36/154         std::priority_queue<climber_problem::Mountain, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >, std::less<climber_problem::Mountain> >::pop() [73]
                0.00    0.00      56/154         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_M_insert_aux(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, climber_problem::Mountain const&) [57]
[27]     0.0    0.00    0.00     154         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::begin() [27]
                0.00    0.00     154/455         __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >::__normal_iterator(climber_problem::Mountain* const&) [12]
-----------------------------------------------
                0.00    0.00     144/144         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::front() const [30]
[28]     0.0    0.00    0.00     144         __gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >::operator*() const [28]
-----------------------------------------------
                0.00    0.00     144/144         climber_problem::UpStep(std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > const&) [104]
[29]     0.0    0.00    0.00     144         std::priority_queue<climber_problem::Mountain, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >, std::less<climber_problem::Mountain> >::top() const [29]
                0.00    0.00     144/144         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::front() const [30]
-----------------------------------------------
                0.00    0.00     144/144         std::priority_queue<climber_problem::Mountain, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >, std::less<climber_problem::Mountain> >::top() const [29]
[30]     0.0    0.00    0.00     144         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::front() const [30]
                0.00    0.00     144/426         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::begin() const [13]
                0.00    0.00     144/144         __gnu_cxx::__normal_iterator<climber_problem::Mountain const*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >::operator*() const [28]
-----------------------------------------------
                0.00    0.00      13/125         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::vector(std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > const&) [117]
                0.00    0.00     112/125         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::max_size() const [34]
[31]     0.0    0.00    0.00     125         std::_Vector_base<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_M_get_Tp_allocator() const [31]
-----------------------------------------------
                0.00    0.00      13/125         climber_problem::Mountain* std::__copy_move_a<false, climber_problem::Mountain const*, climber_problem::Mountain*>(climber_problem::Mountain const*, climber_problem::Mountain const*, climber_problem::Mountain*) [119]
                0.00    0.00     112/125         climber_problem::Mountain* std::__copy_move_a<false, climber_problem::Mountain*, climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*) [36]
[32]     0.0    0.00    0.00     125         climber_problem::Mountain* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<climber_problem::Mountain>(climber_problem::Mountain const*, climber_problem::Mountain const*, climber_problem::Mountain*) [32]
-----------------------------------------------
                0.00    0.00     112/112         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::max_size() const [34]
[33]     0.0    0.00    0.00     112         __gnu_cxx::__alloc_traits<std::allocator<climber_problem::Mountain> >::max_size(std::allocator<climber_problem::Mountain> const&) [33]
                0.00    0.00     112/168         __gnu_cxx::new_allocator<climber_problem::Mountain>::max_size() const [25]
-----------------------------------------------
                0.00    0.00     112/112         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_M_check_len(unsigned long, char const*) const [56]
[34]     0.0    0.00    0.00     112         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::max_size() const [34]
                0.00    0.00     112/112         __gnu_cxx::__alloc_traits<std::allocator<climber_problem::Mountain> >::max_size(std::allocator<climber_problem::Mountain> const&) [33]
                0.00    0.00     112/125         std::_Vector_base<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_M_get_Tp_allocator() const [31]
-----------------------------------------------
                0.00    0.00     112/112         climber_problem::Mountain* std::uninitialized_copy<climber_problem::Mountain*, climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*) [38]
[35]     0.0    0.00    0.00     112         climber_problem::Mountain* std::__uninitialized_copy<true>::__uninit_copy<climber_problem::Mountain*, climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*) [35]
                0.00    0.00     112/112         climber_problem::Mountain* std::copy<climber_problem::Mountain*, climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*) [41]
-----------------------------------------------
                0.00    0.00     112/112         climber_problem::Mountain* std::__copy_move_a2<false, climber_problem::Mountain*, climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*) [37]
[36]     0.0    0.00    0.00     112         climber_problem::Mountain* std::__copy_move_a<false, climber_problem::Mountain*, climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*) [36]
                0.00    0.00     112/125         climber_problem::Mountain* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<climber_problem::Mountain>(climber_problem::Mountain const*, climber_problem::Mountain const*, climber_problem::Mountain*) [32]
-----------------------------------------------
                0.00    0.00     112/112         climber_problem::Mountain* std::copy<climber_problem::Mountain*, climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*) [41]
[37]     0.0    0.00    0.00     112         climber_problem::Mountain* std::__copy_move_a2<false, climber_problem::Mountain*, climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*) [37]
                0.00    0.00     336/349         std::_Niter_base<climber_problem::Mountain*>::iterator_type std::__niter_base<climber_problem::Mountain*>(climber_problem::Mountain*) [15]
                0.00    0.00     112/112         climber_problem::Mountain* std::__copy_move_a<false, climber_problem::Mountain*, climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*) [36]
-----------------------------------------------
                0.00    0.00     112/112         climber_problem::Mountain* std::__uninitialized_copy_a<climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*, std::allocator<climber_problem::Mountain>&) [39]
[38]     0.0    0.00    0.00     112         climber_problem::Mountain* std::uninitialized_copy<climber_problem::Mountain*, climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*) [38]
                0.00    0.00     112/112         climber_problem::Mountain* std::__uninitialized_copy<true>::__uninit_copy<climber_problem::Mountain*, climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*) [35]
-----------------------------------------------
                0.00    0.00     112/112         climber_problem::Mountain* std::__uninitialized_move_if_noexcept_a<climber_problem::Mountain*, climber_problem::Mountain*, std::allocator<climber_problem::Mountain> >(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*, std::allocator<climber_problem::Mountain>&) [40]
[39]     0.0    0.00    0.00     112         climber_problem::Mountain* std::__uninitialized_copy_a<climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*, std::allocator<climber_problem::Mountain>&) [39]
                0.00    0.00     112/112         climber_problem::Mountain* std::uninitialized_copy<climber_problem::Mountain*, climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*) [38]
-----------------------------------------------
                0.00    0.00     112/112         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_M_insert_aux(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, climber_problem::Mountain const&) [57]
[40]     0.0    0.00    0.00     112         climber_problem::Mountain* std::__uninitialized_move_if_noexcept_a<climber_problem::Mountain*, climber_problem::Mountain*, std::allocator<climber_problem::Mountain> >(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*, std::allocator<climber_problem::Mountain>&) [40]
                0.00    0.00     112/112         climber_problem::Mountain* std::__uninitialized_copy_a<climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*, std::allocator<climber_problem::Mountain>&) [39]
-----------------------------------------------
                0.00    0.00     112/112         climber_problem::Mountain* std::__uninitialized_copy<true>::__uninit_copy<climber_problem::Mountain*, climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*) [35]
[41]     0.0    0.00    0.00     112         climber_problem::Mountain* std::copy<climber_problem::Mountain*, climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*) [41]
                0.00    0.00     224/224         std::_Miter_base<climber_problem::Mountain*>::iterator_type std::__miter_base<climber_problem::Mountain*>(climber_problem::Mountain*) [21]
                0.00    0.00     112/112         climber_problem::Mountain* std::__copy_move_a2<false, climber_problem::Mountain*, climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*, climber_problem::Mountain*) [37]
-----------------------------------------------
                0.00    0.00       8/111         void std::__adjust_heap<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, long, climber_problem::Mountain, __gnu_cxx::__ops::_Iter_comp_iter<std::less<climber_problem::Mountain> > >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, long, long, climber_problem::Mountain, __gnu_cxx::__ops::_Iter_comp_iter<std::less<climber_problem::Mountain> >) [100]
                0.00    0.00      13/111         void std::__insertion_sort<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)> >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(climber_problem::Mountain const&, climber_problem::Mountain const&)>) [121]
                0.00    0.00      90/111         void std::__push_heap<__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, long, climber_problem::Mountain, __gnu_cxx::__ops::_Iter_comp_val<std::less<climber_problem::Mountain> > >(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, long, long, climber_problem::Mountain, __gnu_cxx::__ops::_Iter_comp_val<std::less<climber_problem::Mountain> >) [60]
[42]     0.0    0.00    0.00     111         __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >::operator+(long) const [42]
                0.00    0.00     111/455         __gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >::__normal_iterator(climber_problem::Mountain* const&) [12]
-----------------------------------------------
                0.00    0.00      96/96          void std::_Destroy<climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*) [45]
[43]     0.0    0.00    0.00      96         void std::_Destroy_aux<true>::__destroy<climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*) [43]
-----------------------------------------------
                0.00    0.00      40/96          std::_Vector_base<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::~_Vector_base() [67]
                0.00    0.00      56/96          std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_M_insert_aux(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, climber_problem::Mountain const&) [57]
[44]     0.0    0.00    0.00      96         std::_Vector_base<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_M_deallocate(climber_problem::Mountain*, unsigned long) [44]
                0.00    0.00      56/56          __gnu_cxx::__alloc_traits<std::allocator<climber_problem::Mountain> >::deallocate(std::allocator<climber_problem::Mountain>&, climber_problem::Mountain*, unsigned long) [54]
-----------------------------------------------
                0.00    0.00      96/96          void std::_Destroy<climber_problem::Mountain*, climber_problem::Mountain>(climber_problem::Mountain*, climber_problem::Mountain*, std::allocator<climber_problem::Mountain>&) [46]
[45]     0.0    0.00    0.00      96         void std::_Destroy<climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*) [45]
                0.00    0.00      96/96          void std::_Destroy_aux<true>::__destroy<climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*) [43]
-----------------------------------------------
                0.00    0.00      40/96          std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::~vector() [68]
                0.00    0.00      56/96          std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_M_insert_aux(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, climber_problem::Mountain const&) [57]
[46]     0.0    0.00    0.00      96         void std::_Destroy<climber_problem::Mountain*, climber_problem::Mountain>(climber_problem::Mountain*, climber_problem::Mountain*, std::allocator<climber_problem::Mountain>&) [46]
                0.00    0.00      96/96          void std::_Destroy<climber_problem::Mountain*>(climber_problem::Mountain*, climber_problem::Mountain*) [45]
-----------------------------------------------
                0.00    0.00      72/72          void __gnu_cxx::__alloc_traits<std::allocator<climber_problem::Mountain> >::construct<climber_problem::Mountain>(std::allocator<climber_problem::Mountain>&, climber_problem::Mountain*, climber_problem::Mountain const&) [48]
[47]     0.0    0.00    0.00      72         __gnu_cxx::new_allocator<climber_problem::Mountain>::construct(climber_problem::Mountain*, climber_problem::Mountain const&) [47]
                0.00    0.00      72/72          operator new(unsigned long, void*) [50]
-----------------------------------------------
                0.00    0.00      16/72          std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::push_back(climber_problem::Mountain const&) [49]
                0.00    0.00      56/72          std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_M_insert_aux(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, climber_problem::Mountain const&) [57]
[48]     0.0    0.00    0.00      72         void __gnu_cxx::__alloc_traits<std::allocator<climber_problem::Mountain> >::construct<climber_problem::Mountain>(std::allocator<climber_problem::Mountain>&, climber_problem::Mountain*, climber_problem::Mountain const&) [48]
                0.00    0.00      72/72          __gnu_cxx::new_allocator<climber_problem::Mountain>::construct(climber_problem::Mountain*, climber_problem::Mountain const&) [47]
-----------------------------------------------
                0.00    0.00      36/72          climber_problem::AssembleToVector(char const*, unsigned long*) [102]
                0.00    0.00      36/72          std::priority_queue<climber_problem::Mountain, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >, std::less<climber_problem::Mountain> >::push(climber_problem::Mountain const&) [74]
[49]     0.0    0.00    0.00      72         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::push_back(climber_problem::Mountain const&) [49]
                0.00    0.00      56/154         std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::end() [26]
                0.00    0.00      56/56          std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_M_insert_aux(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, climber_problem::Mountain const&) [57]
                0.00    0.00      16/72          void __gnu_cxx::__alloc_traits<std::allocator<climber_problem::Mountain> >::construct<climber_problem::Mountain>(std::allocator<climber_problem::Mountain>&, climber_problem::Mountain*, climber_problem::Mountain const&) [48]
-----------------------------------------------
                0.00    0.00      72/72          __gnu_cxx::new_allocator<climber_problem::Mountain>::construct(climber_problem::Mountain*, climber_problem::Mountain const&) [47]
[50]     0.0    0.00    0.00      72         operator new(unsigned long, void*) [50]
-----------------------------------------------
                0.00    0.00      13/69          std::_Vector_base<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_M_create_storage(unsigned long) [112]
                0.00    0.00      56/69          std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_M_insert_aux(__gnu_cxx::__normal_iterator<climber_problem::Mountain*, std::vector<climber_problem::Mountain, std::allocator<climber_problem::Mountain> > >, climber_problem::Mountain const&) [57]
[51]     0.0    0.00    0.00      69         std::_Vector_base<climber_problem::Mountain, std::allocator<climber_problem::Mountain> >::_M_allocate(unsigned long) [51]
                0.00    0.00      56/56          __gnu_cxx::__alloc_traits<std::allocator<climber_problem::Mountain> >::allocate(std::allocator<climber_problem::Mountain>&, unsigned long) [55]
-----------------------------------------------
                0.00    0.00      56/56          __gnu_cxx::__alloc_traits<std::allocator<climber_problem::Mountain> >::deallocate(std::allocator<climber_problem::Mountain>&, climber_problem::Mountain*, unsigned long) [54]
[52]     0.0    0.00    0.00      56         __gnu_cxx::new_allocator<climber_problem::Mountain>::deallocate(climber_problem::Mountain*, unsigned long) [52]
-----------------------------------------------
